paper,jel
"w10230","F3"
"w10231","D1"
"w10231","D6"
"w10232","F4"
"w10232","F3"
"w10233","F13"
"w10233","F12"
"w10234","K10"
"w10234","H11"
"w10235","G0"
"w10235","G11"
"w10236","O15"
"w10236","G10"
"w10237","C35"
"w10237","L60"
"w10238","F41"
"w10239","E63"
"w10239","E61"
"w1024","323"
"w1024","E"
"w10240","G3"
"w10241","H1"
"w10241","H0"
"w10242","I2"
"w10243","J0"
"w10243","R0"
"w10244","F1"
"w10245","F3"
"w10245","G1"
"w10246","E6"
"w10246","P5"
"w10247","I0"
"w10247","J2"
"w10248","D78"
"w10248","D72"
"w10249","F1"
"w1025","323"
"w1025","E"
"w10250","F13"
"w10250","F1"
"w10251","I18"
"w10252","D5"
"w10252","J1"
"w10253","E52"
"w10253","E61"
"w10254","E32"
"w10254","E24"
"w10255","E40"
"w10255","E31"
"w10256","J0"
"w10256","I0"
"w10257","D91"
"w10257","D84"
"w10258","O32"
"w10258","G31"
"w10259","G12"
"w10259","G20"
"w1026","520"
"w1026","G"
"w1026","E"
"w1026","323"
"w10260","E21"
"w10260","H31"
"w10261","D12"
"w10261","D10"
"w10262","E21"
"w10262","H30"
"w10263","G14"
"w10263","G12"
"w10264","G1"
"w10265","J22"
"w10265","J82"
"w10266","J17"
"w10266","I12"
"w10267","F31"
"w10267","G12"
"w10268","E5"
"w10268","E52"
"w10269","D41"
"w10269","L31"
"w1027","E"
"w1027","321"
"w1027","323"
"w10270","G12"
"w10271","K0"
"w10271","N0"
"w10272","E31"
"w10272","E52"
"w10273","H3"
"w10274","I38"
"w10274","J13"
"w10275","H24"
"w10275","H31"
"w10276","F30"
"w10276","F32"
"w10277","F32"
"w10277","F30"
"w10278","D0"
"w10278","L0"
"w10279","F14"
"w10279","D24"
"w1028","E"
"w1028","323"
"w10280","F31"
"w10280","E52"
"w10281","D1"
"w10282","E6"
"w10282","E2"
"w10283","J2"
"w10283","I38"
"w10284","F15"
"w10284","F3"
"w10285","O41"
"w10285","O33"
"w10286","J4"
"w10287","L0"
"w10288","K2"
"w10288","N4"
"w10289","E44"
"w10289","E20"
"w1029","913"
"w1029","H"
"w10290","E43"
"w10290","E52"
"w10291","G12"
"w10291","H20"
"w10292","F1"
"w10293","E20"
"w10293","E44"
"w10294","E12"
"w10294","E1"
"w10295","E44"
"w10295","E51"
"w10296","F32"
"w10296","F21"
"w10297","E24"
"w10297","J23"
"w10298","G3"
"w10298","E4"
"w10299","N0"
"w1030","913"
"w1030","H"
"w10300","O4"
"w10300","O1"
"w10301","G35"
"w10301","H24"
"w10302","O54"
"w10302","J24"
"w10303","D24"
"w10303","C13"
"w10304","C22"
"w10304","F31"
"w10305","J26"
"w10305","H55"
"w10306","H55"
"w10306","J12"
"w10307","J1"
"w10307","E2"
"w10308","K13"
"w10308","K41"
"w10309","E32"
"w1031","821"
"w1031","J"
"w10310","I3"
"w10310","E6"
"w10311","I1"
"w10311","J1"
"w10312","R2"
"w10312","J7"
"w10313","H0"
"w10313","D0"
"w10314","E3"
"w10314","F1"
"w10315","I2"
"w10316","E6"
"w10316","H3"
"w10317","F14"
"w10317","F15"
"w10318","F3"
"w10318","F4"
"w10319","F1"
"w1032","431"
"w1032","F"
"w10320","J12"
"w10320","J22"
"w10321","H32"
"w10321","H24"
"w10322","R38"
"w10322","H20"
"w10323","L13"
"w10323","L49"
"w10324","I3"
"w10324","I1"
"w10325","J7"
"w10325","J3"
"w10326","E24"
"w10326","E32"
"w10327","G2"
"w10327","G1"
"w10328","I12"
"w10328","J1"
"w10329","N20"
"w10329","E3"
"w1033","E"
"w1033","311"
"w10330","H21"
"w10330","H23"
"w10331","J0"
"w10331","N3"
"w10332","F02"
"w10332","F32"
"w10333","D7"
"w10333","H0"
"w10334","L63"
"w10334","L15"
"w10335","J0"
"w10335","N3"
"w10336","F3"
"w10337","F21"
"w10337","F23"
"w10338","E26"
"w10338","E21"
"w10339","H0"
"w10339","J0"
"w1034","C"
"w1034","227"
"w1034","F"
"w1034","410"
"w10340","G11"
"w10340","G23"
"w10341","D00"
"w10341","K13"
"w10342","H0"
"w10342","E0"
"w10343","G11"
"w10343","G14"
"w10344","L1"
"w10344","F1"
"w10345","I1"
"w10345","H2"
"w10346","O3"
"w10346","N4"
"w10347","J22"
"w10347","I28"
"w10348","F3"
"w10348","G2"
"w10349","I2"
"w1035","430"
"w1035","F"
"w10350","J63"
"w10350","J44"
"w10351","E12"
"w10351","E1"
"w10352","B10"
"w10352","B31"
"w10353","F1"
"w10353","L41"
"w10354","D92"
"w10354","D83"
"w10355","G14"
"w10355","G12"
"w10356","F41"
"w10357","H21"
"w10357","I22"
"w10358","N1"
"w10359","G10"
"w10359","D84"
"w1036","E"
"w1036","323"
"w1036","932"
"w1036","H"
"w10360","E31"
"w10360","E52"
"w10361","I00"
"w10361","J00"
"w10362","E4"
"w10362","E5"
"w10363","L15"
"w10363","D44"
"w10364","N30"
"w10364","N10"
"w10365","I18"
"w10365","I12"
"w10366","J78"
"w10366","I28"
"w10367","O40"
"w10367","O14"
"w10368","E2"
"w10368","J2"
"w10369","H4"
"w10369","I2"
"w1037","420"
"w1037","F"
"w1037","440"
"w10370","I2"
"w10370","H4"
"w10371","O33"
"w10371","D31"
"w10372","G0"
"w10372","G1"
"w10373","F34"
"w10374","H2"
"w10375","F13"
"w10375","D7"
"w10376","O4"
"w10376","O5"
"w10377","J11"
"w10378","O4"
"w10378","F2"
"w10379","F4"
"w10379","F3"
"w1038","E"
"w1038","130"
"w10380","G3"
"w10380","L1"
"w10381","J1"
"w10381","J7"
"w10382","I10"
"w10382","J32"
"w10383","J33"
"w10383","J31"
"w10384","E3"
"w10384","E2"
"w10385","D7"
"w10385","H7"
"w10386","D83"
"w10386","I1"
"w10387","E32"
"w10387","F32"
"w10388","G14"
"w10388","G22"
"w10389","E5"
"w10389","F4"
"w1039","430"
"w1039","F"
"w10390","E6"
"w10390","E4"
"w10391","D8"
"w10391","D6"
"w10392","E52"
"w10392","E32"
"w10393","F33"
"w10393","F41"
"w10394","E63"
"w10394","H63"
"w10395","H24"
"w10396","F33"
"w10396","F41"
"w10397","D23"
"w10397","D8"
"w10398","J2"
"w10398","E2"
"w10399","H2"
"w10399","N3"
"w1040","E"
"w1040","314"
"w10400","G0"
"w10400","E0"
"w10401","H43"
"w10401","J17"
"w10402","G12"
"w10402","E44"
"w10403","N5"
"w10403","L2"
"w10404","F1"
"w10404","L0"
"w10405","F12"
"w10405","F13"
"w10406","G14"
"w10406","G12"
"w10407","H24"
"w10407","H21"
"w10408","H21"
"w10408","H24"
"w10409","I12"
"w1041","420"
"w1041","F"
"w10410","G0"
"w10411","G1"
"w10412","G14"
"w10413","G12"
"w10414","I1"
"w10415","E62"
"w10415","E32"
"w10416","E31"
"w10416","C51"
"w10417","G2"
"w10417","K2"
"w10418","G1"
"w10419","J30"
"w10419","G11"
"w1042","H"
"w1042","912"
"w10420","F1"
"w10421","J3"
"w10421","H2"
"w10422","G1"
"w10423","A1"
"w10424","I11"
"w10425","Z13"
"w10426","F02"
"w10426","F13"
"w10427","E3"
"w10427","D4"
"w10428","C13"
"w10428","J31"
"w10429","I11"
"w10429","I12"
"w10430","E1"
"w10430","E6"
"w10431","E43"
"w10431","E42"
"w10432","D23"
"w10432","K40"
"w10433","O30"
"w10433","O31"
"w10434","G14"
"w10434","G12"
"w10435","I2"
"w10435","I1"
"w10436","G11"
"w10436","D83"
"w10437","I11"
"w10438","O1"
"w10438","Z1"
"w10439","F13"
"w10439","D72"
"w1044","E"
"w1044","310"
"w1044","300"
"w10440","H0"
"w10440","I0"
"w10441","F4"
"w10441","F3"
"w10442","J23"
"w10442","F23"
"w10443","E62"
"w10443","D60"
"w10444","H55"
"w10444","H23"
"w10445","I18"
"w10445","I12"
"w10446","E22"
"w10446","D24"
"w10447","G12"
"w10447","G11"
"w10448","F31"
"w10448","G12"
"w10449","G12"
"w1045","J"
"w1045","833"
"w10450","C5"
"w10450","L0"
"w10451","N0"
"w10451","N4"
"w10452","I20"
"w10452","J13"
"w10453","G12"
"w10453","G14"
"w10454","E2"
"w10454","G1"
"w10455","O1"
"w10455","O4"
"w10456","E58"
"w10456","F31"
"w10457","E10"
"w10457","O40"
"w10458","G12"
"w10458","E21"
"w10459","I38"
"w10459","J13"
"w10460","H1"
"w10460","K4"
"w10461","C81"
"w10461","D12"
"w10462","D12"
"w10462","C81"
"w10463","K14"
"w10463","K42"
"w10464","G22"
"w10464","I11"
"w10465","L1"
"w10465","I12"
"w10466","H3"
"w10466","I3"
"w10467","J4"
"w10467","K2"
"w10468","G12"
"w10468","L14"
"w10469","E3"
"w10469","J2"
"w1047","E"
"w1047","313"
"w1047","F"
"w1047","400"
"w10470","I22"
"w10470","H21"
"w10471","H25"
"w10471","G30"
"w10472","L9"
"w10472","L1"
"w10473","L9"
"w10473","L1"
"w10474","O32"
"w10474","O31"
"w10475","N2"
"w10475","E44"
"w10476","F30"
"w10476","F31"
"w10477","C15"
"w10477","C68"
"w10478","K4"
"w10478","J2"
"w10479","G21"
"w10479","N11"
"w1048","F"
"w1048","400"
"w1048","E"
"w1048","313"
"w10480","F0"
"w10481","N13"
"w10481","N11"
"w10482","L10"
"w10483","G14"
"w10483","G12"
"w10484","H7"
"w10484","H0"
"w10485","E26"
"w10485","O10"
"w10486","H55"
"w10486","J32"
"w10487","H2"
"w10487","E2"
"w10488","I38"
"w10489","I1"
"w10490","D61"
"w10490","D62"
"w10491","G2"
"w10492","F1"
"w10492","F2"
"w10493","R0"
"w10493","N92"
"w10494","J3"
"w10494","G3"
"w10495","E6"
"w10495","C52"
"w10496","F15"
"w10496","F21"
"w10497","F3"
"w10497","N0"
"w10498","D13"
"w10498","O12"
"w10499","I1"
"w10499","J3"
"w1050","023"
"w1050","E"
"w1050","131"
"w10500","C41"
"w10500","D8"
"w10501","L6"
"w10501","L1"
"w10502","G12"
"w10502","F36"
"w10503","G1"
"w10504","D8"
"w10504","D7"
"w10505","E2"
"w10506","L10"
"w10506","C51"
"w10507","L2"
"w10507","M1"
"w10508","I3"
"w10508","J0"
"w10509","H24"
"w10509","D13"
"w1051","F"
"w1051","431"
"w10510","O1"
"w10510","K4"
"w10511","H4"
"w10511","I1"
"w10512","H5"
"w10512","E62"
"w10513","I12"
"w10513","I22"
"w10514","D1"
"w10514","D9"
"w10515","J4"
"w10516","I1"
"w10517","E4"
"w10517","E0"
"w10518","D0"
"w10518","D9"
"w10519","E44"
"w10519","E52"
"w1052","E"
"w1052","310"
"w10520","F31"
"w10520","F32"
"w10521","O47"
"w10522","J3"
"w10522","J7"
"w10523","C51"
"w10523","E22"
"w10524","E0"
"w10524","E4"
"w10525","H8"
"w10525","H0"
"w10526","G3"
"w10527","D21"
"w10527","D31"
"w10528","I21"
"w10528","I18"
"w10529","F22"
"w10529","J1"
"w1053","130"
"w1053","E"
"w10530","H0"
"w10530","D7"
"w10531","J2"
"w10531","J4"
"w10532","E62"
"w10532","E44"
"w10533","F33"
"w10533","F34"
"w10534","F32"
"w10534","F15"
"w10535","G2"
"w10535","L2"
"w10536","I11"
"w10536","G34"
"w10537","E22"
"w10537","G31"
"w10538","O5"
"w10538","O3"
"w10539","D72"
"w10539","E62"
"w1054","E"
"w1054","042"
"w1054","310"
"w10540","F12"
"w10540","F41"
"w10541","I3"
"w10541","H3"
"w10542","J24"
"w10542","J44"
"w10543","M41"
"w10543","M52"
"w10544","L1"
"w10544","F1"
"w10545","F31"
"w10545","F23"
"w10546","K21"
"w10546","L12"
"w10547","G0"
"w10547","G1"
"w10548","E3"
"w10549","I3"
"w10549","I1"
"w1055","824"
"w1055","822"
"w1055","J"
"w10550","G35"
"w10550","G32"
"w10551","O1"
"w10551","H0"
"w10552","H51"
"w10552","I12"
"w10553","L5"
"w10553","K0"
"w10554","J0"
"w10554","J4"
"w10555","F0"
"w10555","F4"
"w10556","G0"
"w10556","L0"
"w10557","E1"
"w10557","O1"
"w10558","D73"
"w10558","D72"
"w10559","G31"
"w10560","F30"
"w10560","E32"
"w10561","J2"
"w10561","J3"
"w10562","J3"
"w10562","J2"
"w10563","G31"
"w10563","E22"
"w10564","K4"
"w10565","O33"
"w10565","O41"
"w10566","O1"
"w10566","O5"
"w10567","G12"
"w10567","G10"
"w10568","O40"
"w10568","O11"
"w10569","F40"
"w10569","F43"
"w10570","D4"
"w10570","L8"
"w10571","G2"
"w10571","L1"
"w10572","H2"
"w10572","G35"
"w10573","E3"
"w10574","G1"
"w10574","G13"
"w10575","J24"
"w10575","I20"
"w10576","J24"
"w10576","I20"
"w10577","L1"
"w10577","L0"
"w10578","O1"
"w10579","G0"
"w1058","320"
"w1058","E"
"w10580","N4"
"w10580","N1"
"w10581","G0"
"w10581","G1"
"w10582","F1"
"w10583","N1"
"w10583","F3"
"w10584","D21"
"w10584","D24"
"w10585","Q56"
"w10585","F18"
"w10586","N7"
"w10586","F1"
"w10587","G34"
"w10587","G30"
"w10588","H7"
"w10588","H1"
"w10589","Z10"
"w10589","J22"
"w1059","E"
"w1059","311"
"w10590","E24"
"w10590","J5"
"w10591","I2"
"w10591","H7"
"w10592","E2"
"w10592","E3"
"w10593","F14"
"w10593","F13"
"w10594","D8"
"w10594","D4"
"w10595","G13"
"w10595","G11"
"w10596","F21"
"w10596","I10"
"w10597","D81"
"w10597","D91"
"w10598","J0"
"w10598","J2"
"w10599","G35"
"w10599","G32"
"w1060","E"
"w1060","320"
"w10600","F1"
"w10600","N10"
"w10601","H56"
"w10601","D74"
"w10602","F21"
"w10602","F15"
"w10603","F23"
"w10603","F2"
"w10604","I18"
"w10604","J18"
"w10605","O34"
"w10605","L10"
"w10606","O4"
"w10607","F31"
"w10607","F41"
"w10608","I12"
"w10608","I18"
"w10609","D72"
"w10609","H72"
"w1061","212"
"w1061","C"
"w1061","211"
"w10610","R0"
"w10610","N0"
"w10611","E21"
"w10611","D91"
"w10612","E52"
"w10612","E58"
"w10613","G34"
"w10613","N85"
"w10614","F31"
"w10614","C32"
"w10615","G32"
"w10615","D82"
"w10616","G1"
"w10616","E4"
"w10617","E0"
"w10617","E1"
"w10618","F22"
"w10618","H2"
"w10619","I1"
"w1062","913"
"w1062","H"
"w10620","G2"
"w10620","G1"
"w10621","J7"
"w10621","N3"
"w10622","I21"
"w10622","J24"
"w10623","G2"
"w10624","F21"
"w10624","F15"
"w10625","E10"
"w10625","O40"
"w10626","F32"
"w10626","F02"
"w10627","D9"
"w10627","C6"
"w10628","G32"
"w10629","F18"
"w10629","Q38"
"w1063","F"
"w1063","431"
"w10630","H2"
"w10630","F3"
"w10631","E2"
"w10631","E3"
"w10632","I10"
"w10632","J30"
"w10633","J6"
"w10634","K0"
"w10634","H0"
"w10635","G3"
"w10636","E32"
"w10637","F4"
"w10637","F0"
"w10638","F1"
"w10638","F11"
"w10639","L4"
"w10639","L7"
"w1064","431"
"w1064","F"
"w10640","L3"
"w10640","O3"
"w10641","N2"
"w10641","G3"
"w10642","E0"
"w10643","O31"
"w10643","O33"
"w10644","G3"
"w10645","H71"
"w10645","H23"
"w10646","F3"
"w10646","E5"
"w10647","I38"
"w10648","I1"
"w10649","F1"
"w10649","O53"
"w1065","121"
"w1065","E"
"w10650","G14"
"w10650","G23"
"w10651","G1"
"w10652","E2"
"w10652","E3"
"w10653","J1"
"w10653","I0"
"w10654","N41"
"w10654","N21"
"w10655","J6"
"w10655","E2"
"w10656","J2"
"w10656","J3"
"w10657","P0"
"w10657","O1"
"w10658","I2"
"w10659","G14"
"w1066","F"
"w1066","430"
"w10660","N10"
"w10660","O30"
"w10661","N0"
"w10661","N10"
"w10662","A1"
"w10662","N0"
"w10663","Q50"
"w10663","Q12"
"w10664","D82"
"w10664","D71"
"w10665","G3"
"w10665","L1"
"w10666","I2"
"w10666","H7"
"w10667","D6"
"w10667","H0"
"w10668","F11"
"w10668","F12"
"w10669","F1"
"w10669","I1"
"w1067","430"
"w1067","F"
"w1067","310"
"w1067","E"
"w10670","I21"
"w10670","I28"
"w10671","G3"
"w10672","E4"
"w10672","E5"
"w10673","F4"
"w10674","D7"
"w10674","D2"
"w10675","D82"
"w10675","G11"
"w10676","H20"
"w10676","H25"
"w10677","I1"
"w10677","K0"
"w10678","I21"
"w10678","J24"
"w10679","E52"
"w10679","F31"
"w1068","620"
"w1068","L"
"w10680","J1"
"w10680","F22"
"w10681","E0"
"w10681","H0"
"w10682","H3"
"w10682","F2"
"w10683","R23"
"w10683","J61"
"w10684","J71"
"w10684","A11"
"w10685","G2"
"w10686","L96"
"w10686","O30"
"w10687","K4"
"w10687","G3"
"w10688","K42"
"w10688","I18"
"w10689","G1"
"w10689","G0"
"w1069","813"
"w1069","820"
"w1069","J"
"w10690","H25"
"w10690","H26"
"w10691","J13"
"w10691","I12"
"w10692","O1"
"w10692","G0"
"w10693","H22"
"w10693","H55"
"w10694","H50"
"w10694","H62"
"w10695","J0"
"w10695","I2"
"w10696","F3"
"w10697","F1"
"w10698","C7"
"w10699","J1"
"w10699","I3"
"w1070","E"
"w1070","132"
"w10700","I12"
"w10700","I11"
"w10701","H7"
"w10701","H0"
"w10702","N11"
"w10702","E44"
"w10703","E22"
"w10704","G12"
"w10704","E52"
"w10705","I1"
"w10706","D80"
"w10706","C72"
"w10707","D1"
"w10707","D8"
"w10708","J78"
"w10708","K31"
"w10709","K1"
"w10709","I1"
"w1071","441"
"w1071","411"
"w1071","F"
"w10710","L4"
"w10711","I2"
"w10711","H2"
"w10712","C43"
"w10713","J13"
"w10713","I21"
"w10714","J63"
"w10714","J32"
"w10715","I1"
"w10716","B1"
"w10717","Q5"
"w10717","H7"
"w10718","P16"
"w10718","H32"
"w10719","G1"
"w1072","H"
"w1072","913"
"w10720","I2"
"w10720","J1"
"w10721","C78"
"w10721","F13"
"w10722","H2"
"w10722","H24"
"w10723","G12"
"w10723","F31"
"w10724","E52"
"w10724","E61"
"w10725","F41"
"w10725","F33"
"w10726","G15"
"w10727","F2"
"w10727","F32"
"w10728","J23"
"w10728","J31"
"w10729","F34"
"w10729","G15"
"w1073","320"
"w1073","E"
"w10730","F13"
"w10731","F4"
"w10732","D24"
"w10732","E22"
"w10733","E13"
"w10733","O14"
"w10734","F4"
"w10735","E22"
"w10735","E24"
"w10736","H21"
"w10736","I18"
"w10737","I1"
"w10737","E1"
"w10738","L11"
"w10738","I11"
"w10739","K42"
"w10739","J2"
"w1074","431"
"w1074","411"
"w1074","F"
"w10740","J18"
"w10740","J21"
"w10740","I18"
"w10741","O3"
"w10741","D62"
"w10741","E32"
"w10742","G34"
"w10742","D23"
"w10742","G32"
"w10743","G33"
"w10743","C41"
"w10743","E44"
"w10744","E24"
"w10744","J64"
"w10744","J23"
"w10744","J63"
"w10745","I1"
"w10746","C43"
"w10746","O30"
"w10746","L63"
"w10747","E52"
"w10747","E42"
"w10747","E58"
"w10748","C5"
"w10748","H1"
"w10748","J2"
"w10749","O40"
"w10749","F43"
"w10749","C33"
"w10749","F10"
"w1075","441"
"w1075","F"
"w1075","411"
"w10750","F43"
"w10750","F10"
"w10750","O40"
"w10750","C33"
"w10751","F41"
"w10751","F31"
"w10752","O53"
"w10752","O10"
"w10752","N3"
"w10752","J11"
"w10752","I12"
"w10753","H3"
"w10753","H2"
"w10753","N4"
"w10753","H1"
"w10753","N2"
"w10754","D8"
"w10754","K41"
"w10755","G1"
"w10755","G0"
"w10756","C4"
"w10756","G1"
"w10757","I1"
"w10758","O32"
"w10758","L3"
"w10758","I2"
"w10759","I1"
"w10759","C6"
"w10759","D8"
"w1076","212"
"w1076","132"
"w1076","C"
"w1076","E"
"w10761","H23"
"w10761","D62"
"w10761","K42"
"w10761","K14"
"w10761","D31"
"w10762","I12"
"w10762","I38"
"w10763","D81"
"w10763","J71"
"w10763","J15"
"w10763","D63"
"w10764","E5"
"w10765","D1"
"w10765","O3"
"w10765","J1"
"w10765","E1"
"w10766","G0"
"w10766","O1"
"w10767","O40"
"w10767","E10"
"w10768","E5"
"w10768","F4"
"w10769","A1"
"w10770","G2"
"w10771","L0"
"w10771","G3"
"w10772","E13"
"w10772","J22"
"w10772","J12"
"w10772","O11"
"w10773","G34"
"w10773","G32"
"w10773","G31"
"w10774","L1"
"w10774","L8"
"w10774","L5"
"w10775","H1"
"w10775","N4"
"w10775","O1"
"w10776","E3"
"w10777","H43"
"w10777","J23"
"w10777","I18"
"w10778","O1"
"w10778","N0"
"w10778","N7"
"w10779","J14"
"w10779","J26"
"w1078","E"
"w1078","300"
"w10780","F41"
"w10780","E62"
"w10780","E52"
"w10781","F4"
"w10781","F2"
"w10781","F3"
"w10782","H0"
"w10782","J14"
"w10782","G22"
"w10782","I11"
"w10783","F13"
"w10784","E62"
"w10784","H31"
"w10784","E21"
"w10785","G15"
"w10785","F42"
"w10785","F36"
"w10785","F23"
"w10785","F21"
"w10786","E3"
"w10786","F4"
"w10786","E2"
"w10786","F3"
"w10786","C1"
"w10786","G0"
"w10787","E60"
"w10787","D70"
"w10788","H6"
"w10789","C81"
"w10789","D91"
"w1079","311"
"w1079","321"
"w1079","E"
"w10790","F41"
"w10790","F32"
"w10790","D52"
"w10790","E44"
"w10791","N4"
"w10791","H1"
"w10791","O1"
"w10792","H2"
"w10792","H3"
"w10792","E6"
"w10793","O11"
"w10793","O41"
"w10793","E13"
"w10794","G14"
"w10794","G12"
"w10795","L41"
"w10795","K21"
"w10795","D44"
"w10797","D7"
"w10798","I38"
"w10798","J61"
"w10798","F22"
"w10798","H5"
"w10798","F15"
"w10799","I1"
"w1080","324"
"w1080","E"
"w10800","F1"
"w10801","Q2"
"w10801","N5"
"w10802","R3"
"w10802","O1"
"w10802","R5"
"w10803","I2"
"w10803","C11"
"w10803","C25"
"w10804","I2"
"w10804","R31"
"w10804","H4"
"w10804","H7"
"w10805","G14"
"w10806","F21"
"w10806","F23"
"w10806","H87"
"w10807","D21"
"w10807","G31"
"w10807","G32"
"w10807","D23"
"w10808","F2"
"w10808","F1"
"w10809","I21"
"w10809","J31"
"w1081","210"
"w1081","130"
"w1081","E"
"w1081","C"
"w10810","J14"
"w10810","J26"
"w10811","J0"
"w10811","I1"
"w10812","D21"
"w10812","G18"
"w10812","G24"
"w10812","D14"
"w10813","G32"
"w10813","D80"
"w10813","G14"
"w10813","G34"
"w10814","G12"
"w10814","G1"
"w10814","G0"
"w10815","J6"
"w10815","J4"
"w10816","G1"
"w10816","G0"
"w10817","O40"
"w10817","J11"
"w10818","E52"
"w10818","E42"
"w10818","E58"
"w10819","D18"
"w10819","D21"
"w10819","D91"
"w10819","D12"
"w10819","D23"
"w1082","313"
"w1082","311"
"w1082","E"
"w10820","G11"
"w10820","G12"
"w10821","K4"
"w10821","O1"
"w10821","H0"
"w10822","L65"
"w10822","K23"
"w10822","I18"
"w10823","G14"
"w10823","G32"
"w10823","C15"
"w10823","G12"
"w10824","H1"
"w10824","Q5"
"w10825","K0"
"w10826","F1"
"w10827","F41"
"w10827","E42"
"w10827","F42"
"w10828","O3"
"w10828","O1"
"w10828","O2"
"w10828","E2"
"w10829","E5"
"w10830","F12"
"w10830","F14"
"w10831","C81"
"w10831","O33"
"w10832","G2"
"w10833","N10"
"w10833","E31"
"w10834","F33"
"w10834","F34"
"w10835","Z12"
"w10835","D72"
"w10835","D78"
"w10836","Q2"
"w10836","F1"
"w10837","C41"
"w10837","C73"
"w10837","A12"
"w10837","D90"
"w10838","E61"
"w10838","E52"
"w10838","D61"
"w10839","E52"
"w10839","E61"
"w1084","300"
"w1084","E"
"w1084","310"
"w10840","E52"
"w10840","E63"
"w10841","G3"
"w10841","H3"
"w10842","I1"
"w10842","I3"
"w10842","J7"
"w10843","F21"
"w10843","F32"
"w10843","F41"
"w10843","F36"
"w10844","J24"
"w10844","I20"
"w10845","F21"
"w10845","F34"
"w10845","G15"
"w10845","G28"
"w10845","F32"
"w10846","E52"
"w10847","N2"
"w10847","G12"
"w10848","E4"
"w10848","E6"
"w10848","E5"
"w10848","E3"
"w10849","O11"
"w10849","F34"
"w10849","O16"
"w10849","F36"
"w10850","G0"
"w10850","G12"
"w10851","J11"
"w10851","J14"
"w10851","G12"
"w10852","G13"
"w10852","G12"
"w10853","J3"
"w10853","J7"
"w10853","J16"
"w10854","Q2"
"w10854","F1"
"w10855","E32"
"w10855","E31"
"w10856","G15"
"w10856","F31"
"w10856","F33"
"w10857","L6"
"w10857","E3"
"w10857","D2"
"w10858","H26"
"w10858","H25"
"w10859","H56"
"w10859","D74"
"w10859","K42"
"w10860","G11"
"w10860","D31"
"w10860","E21"
"w10861","I11"
"w10861","J31"
"w10862","D91"
"w10862","C42"
"w10862","J14"
"w10863","G30"
"w10863","G31"
"w10863","G33"
"w10863","G32"
"w10864","F15"
"w10864","F37"
"w10864","F21"
"w10865","R0"
"w10865","H0"
"w10865","J7"
"w10866","F41"
"w10866","O47"
"w10867","E21"
"w10867","D81"
"w10867","D91"
"w10868","I1"
"w10868","P0"
"w10869","F36"
"w10869","F32"
"w10869","F41"
"w10869","F21"
"w1087","F"
"w1087","431"
"w10870","G28"
"w10870","H56"
"w10870","G22"
"w10871","H41"
"w10871","R21"
"w10871","I20"
"w10872","F3"
"w10872","G3"
"w10873","I12"
"w10873","N32"
"w10874","L82"
"w10875","O30"
"w10875","L30"
"w10876","J14"
"w10876","J26"
"w10876","H55"
"w10876","J32"
"w10876","E21"
"w10877","F1"
"w10878","E58"
"w10878","E52"
"w10878","E42"
"w10879","D8"
"w10879","I2"
"w10879","H4"
"w1088","600"
"w1088","320"
"w1088","E"
"w1088","L"
"w10880","Q42"
"w10880","O33"
"w10880","O41"
"w10880","O38"
"w10881","I1"
"w10882","I11"
"w10882","H53"
"w10882","I18"
"w10882","H55"
"w10883","D9"
"w10883","D1"
"w10883","D8"
"w10883","E2"
"w10884","J1"
"w10884","I18"
"w10884","L65"
"w10884","H4"
"w10884","I12"
"w10885","J0"
"w10885","J4"
"w10886","N91"
"w10886","N61"
"w10887","L62"
"w10887","L15"
"w10887","L11"
"w10887","D82"
"w10888","D91"
"w10888","E21"
"w10888","C21"
"w10889","E3"
"w1089","431"
"w1089","F"
"w10890","J1"
"w10890","D3"
"w10890","O1"
"w10891","G3"
"w10891","D4"
"w10892","C31"
"w10892","J21"
"w10892","J16"
"w10892","J31"
"w10893","R11"
"w10893","O47"
"w10893","F23"
"w10894","J0"
"w10894","I2"
"w10895","L5"
"w10895","L9"
"w10895","L1"
"w10896","I0"
"w10897","O33"
"w10897","L60"
"w10897","C35"
"w10897","O31"
"w10898","F11"
"w10898","J31"
"w10899","D50"
"w10899","O12"
"w10899","O30"
"w1090","311"
"w1090","E"
"w10900","N4"
"w10900","K2"
"w10901","L86"
"w10901","O31"
"w10901","O33"
"w10902","J15"
"w10902","N31"
"w10903","O11"
"w10903","O23"
"w10903","E31"
"w10903","H63"
"w10904","R0"
"w10904","O4"
"w10904","F1"
"w10905","E21"
"w10905","J32"
"w10905","J26"
"w10905","J14"
"w10905","H55"
"w10906","I1"
"w10907","F3"
"w10907","F4"
"w10908","G32"
"w10908","G22"
"w10908","G21"
"w10909","E2"
"w1091","520"
"w1091","G"
"w10910","F0"
"w10911","I21"
"w10911","J13"
